Tmc,beta,i0,i1,i2,x0
317.6421203613281,1.2621937731342747,0.028080567319793182,0.006639715382245306,1.6645333101845132,-453.27305699885545
278.7254638671875,1.262058307426761,0.032381106521908,0.007518156348126854,1.6660180439575683,-453.2709486497258
279.5051574707031,1.0849581964360766,0.03158843136791332,0.007477972455177004,1.6674780658250379,-453.1646222062656
277.7549133300781,1.1998896826034695,0.03372796187584033,0.008318859845164506,1.6647070690458612,-453.34097473594596
281.0350341796875,1.0238417710815333,0.030195452206102,0.0070307311463837134,1.6672472940915177,-453.2546183672501
277.4774169921875,1.112520372638994,0.03175362153306183,0.00755008578289939,1.6657942076268792,-453.3025467619307
241.77003479003906,0.9926538701097015,0.031946046051807786,0.007563733240455133,1.657652227092004,-452.9689713321901
242.50225830078125,0.9263990780797499,0.03165191207650953,0.007725720654279625,1.6579386138884122,-453.01928859643726
244.99549865722656,0.9509372820099068,0.03232400923805446,0.007772532509712862,1.6572171072396122,-453.04112255806956
244.9862060546875,0.9749873478154596,0.0327610976985108,0.007924179611930388,1.6586114096018552,-453.03472336938637
245.2037811279297,0.9036572347855865,0.03145347489818315,0.0075069317409157486,1.6570148926247468,-453.08043301278644
210.70997619628906,0.8514907284750605,0.0326797853189688,0.0077144638671384136,1.6579198025302155,-452.904562139731
212.06776428222656,0.8896722681999091,0.03485382238824056,0.008550820243349274,1.6580319591891592,-453.049078556316
209.54623413085938,0.8776371121743292,0.033823395785177554,0.008106915119181102,1.6557341272906905,-453.35593714609433
212.00413513183594,0.8495949821102693,0.033067484104549946,0.00791670042689476,1.6578306294394967,-453.1513997648012
210.9318084716797,0.938414986551154,0.033237227969254275,0.008133635409996776,1.6558699613965786,-453.1417508103856
181.10044860839844,0.7335694506913655,0.03244882072523356,0.007707607521827288,1.6557908478074668,-453.0315455284323
180.546875,0.7836954284848251,0.03414403761962516,0.008318622426893183,1.6558345978221733,-453.2640418023114
180.82537841796875,0.8246249167654848,0.03361880058775811,0.008161745035379859,1.6553397670819974,-453.20459990356017
181.05796813964844,0.7583209289510064,0.033331631503430104,0.008161866265416805,1.65638003253353,-453.19054215884773
180.26303100585938,0.844336303311718,0.03481219858622301,0.008508320204378248,1.6564033169208836,-453.1363960958953
153.865478515625,0.6673467109078011,0.0337290233410371,0.008229783710804496,1.6538793675499062,-453.22208643019945
154.0287322998047,0.6383827391289468,0.03376891789954984,0.008327421668112154,1.6544700635805736,-453.3174919177765
153.49427795410156,0.6353427289945297,0.033404576200753024,0.008130825351367266,1.6542699104510012,-453.2980938660557
152.7086944580078,0.6537968045943823,0.03362934531084701,0.008288724809090391,1.6545612896405102,-453.34550224114747
153.11473083496094,0.6885340560633494,0.034512189292825186,0.008431395744091928,1.6546782730038487,-453.33435265557637
126.61751556396484,0.5474214649121294,0.03347512099468411,0.008142983007625218,1.6517805287368825,-453.32621974177073
126.7247314453125,0.6116172593734065,0.03466539916917391,0.008477527030773287,1.6542803488625792,-453.237878644799
126.66719055175781,0.5764069260844893,0.033808978777514626,0.008247818804983409,1.653825687543645,-453.33280912397714
126.8605728149414,0.5746359404663112,0.034415765980524995,0.008532111267130644,1.6531685992813718,-453.3430181836662
126.27752685546875,0.5876857020617309,0.034497896201046215,0.008397535798988153,1.6532216402427857,-453.42629704228943
102.27118682861328,0.5014464555866325,0.03495567214542772,0.008468771999930368,1.653142317941883,-453.3240447254873
102.07379913330078,0.4704771071149825,0.03353970763791996,0.008279432421629896,1.6531053076296758,-453.4092693876005
101.54126739501953,0.48278748451126574,0.03408199971313956,0.008287794352400289,1.6536892590743468,-453.35833993639096
102.02143096923828,0.45701548739918024,0.033692311777182904,0.008296163629431192,1.6538243787144875,-453.37395128695385
101.87361907958984,0.47883236357088144,0.03402942126314541,0.008390661865497945,1.6536637089237436,-453.34083199614264
77.56716918945312,0.4552025397692708,0.03488171016983425,0.008300018168212115,1.6529891990109662,-453.29029766367
77.5464859008789,0.4167748228275861,0.034924812625107646,0.008483219012747224,1.6522180782520404,-453.52043276968624
77.52446746826172,0.42610688918685474,0.03476633067208558,0.008438554059164374,1.6529159451626252,-453.41486758631424
77.47998046875,0.4565057554342005,0.035704325578849845,0.008641241831307015,1.6527500567528137,-453.4098532080811
77.65116882324219,0.4269148521392456,0.03495546506663193,0.008463417094609547,1.651582964076114,-453.5093594886914
52.7633171081543,0.3821573033236754,0.03428103614478766,0.00845667094648633,1.662769155404069,-451.97246622056883
52.652305603027344,0.3945336880097713,0.03450244468746063,0.008731386967902491,1.6631956546896673,-452.0658639508629
52.75541305541992,0.37113874334092317,0.03448051094801202,0.008533636600181405,1.6636923161395163,-451.9559728961354
52.81350326538086,0.3665948665429451,0.033832415292972144,0.008411820857279883,1.663634222265667,-451.98073408292487
52.62173843383789,0.36700916184160404,0.034274706120923426,0.008607971712077852,1.664387178856752,-451.99303628978714
28.172800064086914,0.3433351758132331,0.034129267463344534,0.008377613134344047,1.6620650409787892,-452.0701531249171
28.17131996154785,0.3479438886125217,0.03430502587049542,0.008587333507080614,1.6619652368201379,-452.19549643517195
28.140865325927734,0.34477818949019184,0.034387007570408044,0.008663617169791554,1.6628131771067016,-452.1189313312355
28.149450302124023,0.34593652615111964,0.03411752812292862,0.008527535950801234,1.6627618996675586,-452.1152831165952
28.148351669311523,0.3449254218343526,0.03405072517445692,0.008539330758497783,1.6629451630079315,-452.12136144634513
