x0,theta,di0,di2,delta,field
-491.2115619123673,0.5892304153229384,0.11652401896165959,0.00036708696126944846,-0.08523551417171082,-1.333333333333333
-491.25745532953005,0.562762648052646,0.12442854522740819,0.00014406899396347413,-0.09905473961595816,-1.2666666666666666
-491.25438347863405,0.5703098504109696,0.12724944589005244,0.00037269811467931317,-0.1173384883766411,-1.2
-491.39358252197803,0.5604895205774171,0.12412030929421974,0.00017568408954270418,-0.12638322410610103,-1.133333333333333
-491.3103910010878,0.5902666569719137,0.11947838134233915,0.0002671761923745987,-0.14151157525088598,-1.0666666666666664
-491.3342009517058,0.5699554349619984,0.12793865620616915,0.00037616080080992874,-0.1473936947044498,-1.0
-491.3464325214593,0.5474502714948688,0.13333733679436832,0.00018573781561649738,-0.1521044684265319,-0.933333333333333
-491.4356083279246,0.5997442210757483,0.11771426217029962,0.00042764962210689475,-0.12755746100847196,-0.8666666666666665
-491.4739547287819,0.5909078307309534,0.12281855784307684,7.535816098845097e-05,-0.16431514638579822,-0.8
-491.36432575967234,0.5709773866113578,0.12385862251583785,0.00030790661566931863,-0.18074628793641237,-0.7333333333333331
-491.36685390693486,0.578748583721675,0.12526947825911225,0.00043654799458621186,-0.2083060549558504,-0.6666666666666665
-491.4299624322447,0.5703012624440305,0.1274489710808771,0.0002564686736012871,-0.24484792643099923,-0.5999999999999995
-491.4158330108502,0.5518289338777873,0.1279124986714919,0.0005128418446739932,-0.26475798595091504,-0.533333333333333
-491.4550349080282,0.5480378128737049,0.12587309933512883,0.00039673195884665414,-0.27755136992666024,-0.4666666666666665
-491.42646207418085,0.5647364800256077,0.12839822631585895,0.0004909304834855681,-0.27987903110561374,-0.3999999999999995
-491.478260022024,0.588649715896486,0.1322427787534312,0.00037211970532117095,-0.32048454951331723,-0.33333333333333304
-491.54498406556445,0.5888051362211242,0.12845308636200609,0.00033365534880440965,-0.298475456159949,-0.2666666666666665
-491.5757089333276,0.5597981135345493,0.1321227368402809,0.00031497961228196483,-0.3046401733815106,-0.19999999999999954
-491.6207562345564,0.5681359212760246,0.1305984221869385,0.0005081047765585531,-0.3402979454691357,-0.13333333333333303
-491.60678795914544,0.5785312180452044,0.13277051500476306,0.0005183575079996621,-0.33568940165087163,-0.06666666666666651
-491.6253911824749,0.5647406083705577,0.1347182568198256,0.0005351487280564868,-0.3264715308267395,4.547473508864641e-16
-491.5875029610724,0.6181567865154969,0.11103877072453525,0.00021559167549615972,-0.35568974540871057,0.06666666666666697
-491.54954381944066,0.6417020939846373,0.10464153080050276,0.00039409708017702153,-0.33343668749775196,0.13333333333333394
-491.5756889473013,0.6332960795506141,0.10460912502265643,0.0004122134717227394,-0.2925576114428222,0.2
-491.4905842728184,0.6115518834458168,0.09899540259486198,0.00030860751770707943,-0.30673825782678055,0.266666666666667
-491.5294571074859,0.6413874694501456,0.1033473842581779,0.0004886627424298109,-0.307075394317819,0.3333333333333339
-491.4679708237763,0.6443512972844215,0.10175955165475736,0.0003920359492423402,-0.32040948450573986,0.4
-491.1097563695928,0.6265581282017432,0.1061063247903317,0.000360464204371474,-0.2816496652928387,0.46666666666666695
-491.23442833333985,0.6132493104793111,0.10622927949620678,5.8824254623506305e-05,-0.25242635701410443,0.533333333333334
-491.2347997985907,0.6329238275292429,0.10926498388034474,0.00018288539577408737,-0.2780008997801695,0.6
-491.05850316312905,0.5754193384773215,0.11409240689774058,0.00011435901331531529,-0.2454363250702547,0.666666666666667
-491.02171973901335,0.5785741382140625,0.11808730061332988,0.0002577355949190518,-0.20223628307422303,0.733333333333334
-490.9544509648263,0.5971001874853465,0.11129802907457173,0.0003241350533081547,-0.2110837254816043,0.8
-490.8946056660347,0.6048137703889664,0.11681680205868053,0.00022892652097916276,-0.21847157613552062,0.8666666666666669
-490.8969944053847,0.664267335933089,0.11932690543435429,0.00037294218346211114,-0.24489061100903356,0.9333333333333339
-490.79722219567594,0.5861259801458262,0.12035137198017473,0.00028486619588140034,-0.17290221368564618,1.0
-490.8264038533074,0.5552547004797652,0.1268017080862232,0.00022749834261919072,-0.1602058103078812,1.0666666666666669
-490.75381752372954,0.5888069993271104,0.12378202363274018,0.00027863391887851714,-0.16188692153025025,1.133333333333334
-490.69564628780427,0.5565742132566917,0.1237990552472624,0.0003166514483864201,-0.16212634725417,1.2
-490.5472846074396,0.5898509895821293,0.12353002720556967,0.00034169802652064953,-0.12765353947347652,1.266666666666667
-490.7101916604693,0.6369759112825374,0.11424265730281388,-5.6716281178568524e-05,-0.1257733117202227,1.333333333333334
-490.41319210347854,0.5860071626944938,0.12281857803075773,0.00023142158359115055,-0.12216659474507902,1.4
-490.4308560336119,0.5788837392708178,0.1185025643955887,7.55636906320388e-05,-0.11151509449206037,1.466666666666667
-490.33007791476814,0.5861055751801614,0.12108656279201464,6.258877051973819e-05,-0.13839179893474216,1.5333333333333339
-490.3121063901832,0.5819814533227012,0.12693210386851098,-7.361494255003383e-06,-0.09300538706744275,1.6
-490.27368422495164,0.589345392499031,0.12449954354645619,-0.0001149431582734429,-0.06386516093733162,1.666666666666667
-490.20494941076953,0.5774409390479929,0.1241002005162755,-4.7362110585065503e-05,-0.0562037237851955,1.7333333333333338
-490.1119079309483,0.5991713207340434,0.1243249770940823,-5.4370211762436934e-05,-0.03923502817888214,1.8
-490.15168740759924,0.567360818955956,0.1252750603710515,-3.610030456340588e-05,-0.0601105382188749,1.866666666666667
-489.9595184104728,0.5581843367525144,0.12950262411688657,-3.21125047032665e-05,-0.0014812045240939402,1.933333333333334
-489.97458133781566,0.5569905650509892,0.13043726885453183,0.00019361558947381268,-0.021529592037734073,2.0
-489.76424956670274,0.5764561208067535,0.1303141179321779,8.848241178042029e-05,-0.0457340748438517,2.066666666666667
-489.74067697677873,0.5875199088898083,0.12933950442620246,1.269794796251659e-06,-0.031190555620158024,2.1333333333333337
-489.6025596604887,0.6092184381806471,0.12443299042848792,-8.100025178932706e-05,-0.05599624586997544,2.2
-489.5645257523245,0.5741380665232226,0.12828076872652056,1.4789089399457885e-05,-0.03349785958567704,2.266666666666667
-489.61042690013176,0.5799212205230675,0.129096488021081,-7.936202177143702e-05,-0.04359808197656211,2.333333333333334
-489.3555394525342,0.5419993924965127,0.13283324595841717,-9.997509168283745e-05,-0.029858624454067593,2.4
-489.07669663233935,0.5554444409802969,0.13074072281526958,2.2965923867313816e-05,-0.04004577230235608,2.466666666666667
-488.96666445887627,0.5717163994476697,0.13067231082529812,-0.00010867794136529766,-0.04978783934360876,2.533333333333334
-488.86928149700856,0.5427435293134738,0.1360383964232252,1.9322115741371916e-05,-0.016739851204715155,2.600000000000001
-488.89753481470603,0.5783401859474097,0.12804047098942464,-0.00012559570549809798,0.02841278295587839,2.666666666666667
-488.7133757099343,0.5695498971837691,0.13253513404297643,-0.00020056579232239017,0.0021402240946284067,2.733333333333334
-488.49301483957913,0.5951306435058771,0.12524590388527707,-0.000145026770335601,0.000380034287000793,2.8000000000000007
-488.3272326595485,0.5643028575980507,0.13225667186516618,2.1808338529241455e-06,-0.015652686418053126,2.866666666666667
-488.35717270149064,0.5903047301547389,0.13310775195357147,-0.0002579423381268399,-0.02421205520357198,2.933333333333334
-488.36840415909523,0.574202887149668,0.13105718561896051,-0.0002014089058215096,-0.027635860986415958,3.000000000000001
-488.26055244643675,0.5733759090239458,0.1311325246466539,-0.0001185268171677663,-0.028898234060509113,3.066666666666667
-487.99753035810295,0.5694885437038537,0.13978951871486311,-9.329682078461644e-05,-0.020801271842621115,3.1333333333333337
-487.9683065109761,0.5639419566534596,0.13316460682595477,-0.00011223121195870686,-0.013764587940237374,3.200000000000001
-487.87219423674867,0.5833195157252387,0.13742852655118484,4.144050840365682e-05,-0.058592754971818733,3.266666666666667
-487.7691865032378,0.5698055511830817,0.14074919086300103,6.347750939683888e-05,-0.007254032833866926,3.333333333333334
-487.72779593817285,0.5496120347718199,0.13894638971276232,-5.2473810013159395e-05,-0.03720213766071788,3.400000000000001
-487.61612534217767,0.5663610329838407,0.1431746164214443,-1.091852549773301e-05,-0.00550015436556779,3.466666666666667
-487.4893786274246,0.623422170959851,0.1385786891039516,0.0001052209207366166,-0.05010138601575768,3.533333333333334
-487.36825400190656,0.5888921723621079,0.13242918270411852,-0.00012079457225553709,-0.01145588897788439,3.600000000000001
-487.23230086572016,0.5744953445557914,0.13533719420104778,-6.91898437164796e-05,-0.007355126604916509,3.666666666666667
-487.1744800620797,0.5615570706013386,0.1439341763685719,-0.00013421996844841072,0.012657740382900537,3.733333333333334
-487.06063786605074,0.5585203932587413,0.14167396761315065,-0.0001327296969328676,0.0036216346066327426,3.8000000000000007
-486.8458445432589,0.5505153724274011,0.1476047447071522,3.0606318978441105e-05,0.005706385433150126,3.866666666666667
-486.7598362921613,0.5964356850933267,0.13777566046639955,-8.775783458302513e-06,-0.02829367163677578,3.933333333333334
-486.5670239777255,0.562076987057394,0.1472625544514907,-8.471504702142937e-05,-0.004697277228738754,4.000000000000001
